epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
264,80627.4,1.05138,0.84583,1.16766,0.8557,0.75501,0.84916,0.61997,0.84288,0.58133,1.07733,0.0114021,0.00380071,0.0114021,0.00380071,0.0114021,0.00380071,0.0114021,0.00380071
265,80924.7,1.0516,0.84451,1.16819,0.8559,0.75437,0.84921,0.62023,0.84269,0.58123,1.07696,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714
266,81223.8,1.05303,0.846,1.16813,0.85782,0.7545,0.8495,0.62034,0.84199,0.58068,1.07668,0.0112607,0.00375357,0.0112607,0.00375357,0.0112607,0.00375357,0.0112607,0.00375357
267,81518,1.05096,0.84543,1.1671,0.858,0.75474,0.84928,0.62074,0.84166,0.58022,1.07683,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
268,81807.7,1.05005,0.84484,1.16696,0.85626,0.75632,0.84935,0.62057,0.84095,0.58026,1.07651,0.0111193,0.00370643,0.0111193,0.00370643,0.0111193,0.00370643,0.0111193,0.00370643
269,82097.5,1.05131,0.84368,1.16785,0.85724,0.75641,0.84932,0.62028,0.84131,0.57993,1.07705,0.0110486,0.00368286,0.0110486,0.00368286,0.0110486,0.00368286,0.0110486,0.00368286
270,82390.9,1.04912,0.84247,1.16567,0.85598,0.75783,0.84963,0.62087,0.84113,0.58017,1.07684,0.0109779,0.00365929,0.0109779,0.00365929,0.0109779,0.00365929,0.0109779,0.00365929
271,82681.5,1.04928,0.84411,1.16589,0.85509,0.75863,0.84951,0.62093,0.84086,0.57982,1.07672,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571
272,82978.7,1.04841,0.84207,1.16651,0.85442,0.75963,0.84968,0.62075,0.84043,0.57991,1.07655,0.0108364,0.00361214,0.0108364,0.00361214,0.0108364,0.00361214,0.0108364,0.00361214
273,83278,1.04899,0.8424,1.16446,0.85275,0.76013,0.84949,0.62102,0.84056,0.57911,1.07685,0.0107657,0.00358857,0.0107657,0.00358857,0.0107657,0.00358857,0.0107657,0.00358857
274,83576.1,1.04943,0.84191,1.16653,0.85299,0.76058,0.84943,0.62125,0.84051,0.57877,1.07704,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
275,83874.7,1.04715,0.84082,1.16569,0.85424,0.75968,0.84969,0.62112,0.84077,0.57823,1.07758,0.0106243,0.00354143,0.0106243,0.00354143,0.0106243,0.00354143,0.0106243,0.00354143
276,84169.3,1.04756,0.83873,1.16377,0.85506,0.75927,0.84983,0.62128,0.84065,0.57807,1.07751,0.0105536,0.00351786,0.0105536,0.00351786,0.0105536,0.00351786,0.0105536,0.00351786
277,84466.1,1.04643,0.84014,1.16413,0.85474,0.75972,0.85009,0.62136,0.8405,0.57758,1.07709,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429
278,84767.2,1.0453,0.83821,1.16404,0.85441,0.76063,0.85021,0.62162,0.84045,0.57727,1.07704,0.0104121,0.00347071,0.0104121,0.00347071,0.0104121,0.00347071,0.0104121,0.00347071
279,85066.8,1.04545,0.83887,1.16227,0.85433,0.76161,0.85004,0.62164,0.83972,0.57663,1.07651,0.0103414,0.00344714,0.0103414,0.00344714,0.0103414,0.00344714,0.0103414,0.00344714
280,85369.7,1.04412,0.83957,1.16262,0.85641,0.75992,0.85013,0.62182,0.83957,0.57607,1.07639,0.0102707,0.00342357,0.0102707,0.00342357,0.0102707,0.00342357,0.0102707,0.00342357
281,85668.9,1.04301,0.83561,1.1606,0.85542,0.75896,0.84987,0.62163,0.83938,0.57572,1.07649,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
282,85967.3,1.04428,0.83808,1.16258,0.85534,0.7601,0.85001,0.62193,0.83928,0.57543,1.07627,0.0101293,0.00337643,0.0101293,0.00337643,0.0101293,0.00337643,0.0101293,0.00337643
283,86268,1.0448,0.83545,1.1619,0.8559,0.75922,0.84984,0.62213,0.83907,0.57484,1.07608,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286
284,86572.1,1.0419,0.83467,1.16267,0.85758,0.75822,0.8501,0.62219,0.83862,0.57462,1.07578,0.00998786,0.00332929,0.00998786,0.00332929,0.00998786,0.00332929,0.00998786,0.00332929
285,86879.3,1.04018,0.83401,1.16118,0.85794,0.75663,0.85016,0.62221,0.83859,0.57453,1.07561,0.00991714,0.00330571,0.00991714,0.00330571,0.00991714,0.00330571,0.00991714,0.00330571
286,87188.7,1.0438,0.83477,1.16195,0.85641,0.75827,0.84984,0.62245,0.83846,0.57462,1.07533,0.00984643,0.00328214,0.00984643,0.00328214,0.00984643,0.00328214,0.00984643,0.00328214
287,87498.9,1.04113,0.8337,1.15977,0.85576,0.75809,0.85001,0.62247,0.83851,0.57435,1.07532,0.00977571,0.00325857,0.00977571,0.00325857,0.00977571,0.00325857,0.00977571,0.00325857
288,87805.1,1.04107,0.8332,1.16044,0.85524,0.75891,0.85027,0.62256,0.83828,0.57393,1.07493,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
289,88113.2,1.04063,0.83279,1.16107,0.85697,0.75786,0.85019,0.62278,0.83846,0.57378,1.07508,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143
290,88422.6,1.04011,0.82973,1.15915,0.85663,0.75885,0.85057,0.62287,0.83817,0.57369,1.07467,0.00956357,0.00318786,0.00956357,0.00318786,0.00956357,0.00318786,0.00956357,0.00318786
291,88727,1.04075,0.83249,1.16078,0.8569,0.75746,0.85037,0.62291,0.83808,0.57344,1.07465,0.00949286,0.00316429,0.00949286,0.00316429,0.00949286,0.00316429,0.00949286,0.00316429
292,89030.5,1.0389,0.83088,1.15823,0.8582,0.75689,0.85026,0.62309,0.83788,0.57346,1.07399,0.00942214,0.00314071,0.00942214,0.00314071,0.00942214,0.00314071,0.00942214,0.00314071
293,89337,1.04046,0.83299,1.1584,0.85676,0.75859,0.85069,0.62321,0.83796,0.57334,1.07362,0.00935143,0.00311714,0.00935143,0.00311714,0.00935143,0.00311714,0.00935143,0.00311714
294,89641.9,1.0361,0.82991,1.1568,0.85977,0.75605,0.85094,0.62325,0.83787,0.57357,1.0732,0.00928071,0.00309357,0.00928071,0.00309357,0.00928071,0.00309357,0.00928071,0.00309357
295,89951.5,1.03727,0.83142,1.15891,0.86047,0.75525,0.85049,0.62312,0.83745,0.57323,1.07301,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
296,90253.7,1.03619,0.8289,1.15731,0.862,0.75605,0.85049,0.62339,0.83671,0.57318,1.07248,0.00913929,0.00304643,0.00913929,0.00304643,0.00913929,0.00304643,0.00913929,0.00304643
297,90558.7,1.03665,0.82837,1.15742,0.86016,0.75682,0.85068,0.62355,0.83642,0.57291,1.07222,0.00906857,0.00302286,0.00906857,0.00302286,0.00906857,0.00302286,0.00906857,0.00302286
298,90863.5,1.03624,0.82903,1.15762,0.85831,0.7584,0.85073,0.62358,0.83622,0.57294,1.07205,0.00899786,0.00299929,0.00899786,0.00299929,0.00899786,0.00299929,0.00899786,0.00299929
299,91173.3,1.03529,0.82685,1.1565,0.85809,0.75863,0.85091,0.6239,0.8356,0.57282,1.07162,0.00892714,0.00297571,0.00892714,0.00297571,0.00892714,0.00297571,0.00892714,0.00297571
300,91486.4,1.03576,0.82584,1.15626,0.85928,0.75836,0.85103,0.62394,0.8355,0.57257,1.07149,0.00885643,0.00295214,0.00885643,0.00295214,0.00885643,0.00295214,0.00885643,0.00295214
301,91794,1.03314,0.82366,1.15509,0.86008,0.75859,0.85111,0.62401,0.83496,0.57185,1.071,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857
302,92100.4,1.03471,0.82447,1.15572,0.85997,0.759,0.85128,0.62402,0.83473,0.57145,1.07063,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
303,92407.6,1.03228,0.82408,1.15384,0.85865,0.7599,0.85127,0.62418,0.83422,0.57103,1.07006,0.00864429,0.00288143,0.00864429,0.00288143,0.00864429,0.00288143,0.00864429,0.00288143
304,92718.2,1.03225,0.8215,1.15332,0.85911,0.76008,0.85168,0.6244,0.83447,0.57069,1.07033,0.00857357,0.00285786,0.00857357,0.00285786,0.00857357,0.00285786,0.00857357,0.00285786
305,93031.1,1.03457,0.82193,1.15352,0.86118,0.75909,0.85169,0.62456,0.83375,0.57038,1.06973,0.00850286,0.00283429,0.00850286,0.00283429,0.00850286,0.00283429,0.00850286,0.00283429
306,93339.9,1.03038,0.82124,1.15308,0.85991,0.75891,0.85139,0.62462,0.83303,0.57015,1.06907,0.00843214,0.00281071,0.00843214,0.00281071,0.00843214,0.00281071,0.00843214,0.00281071
307,93647.6,1.03172,0.82047,1.1535,0.85946,0.75894,0.85155,0.62483,0.83238,0.56998,1.06835,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714
308,93958.9,1.03199,0.82311,1.15447,0.86233,0.75747,0.85173,0.62519,0.83192,0.56987,1.06795,0.00829071,0.00276357,0.00829071,0.00276357,0.00829071,0.00276357,0.00829071,0.00276357
309,94269.5,1.03189,0.82253,1.15528,0.86221,0.75709,0.85143,0.62506,0.83144,0.56994,1.06779,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
310,94577.3,1.03087,0.81998,1.15298,0.86206,0.75641,0.85149,0.62542,0.83091,0.56938,1.06737,0.00814929,0.00271643,0.00814929,0.00271643,0.00814929,0.00271643,0.00814929,0.00271643
311,94884.8,1.02792,0.82042,1.1526,0.86134,0.75602,0.85146,0.62558,0.82999,0.56925,1.067,0.00807857,0.00269286,0.00807857,0.00269286,0.00807857,0.00269286,0.00807857,0.00269286
312,95194.7,1.02792,0.81618,1.1511,0.8597,0.75727,0.85165,0.62558,0.8301,0.5687,1.06716,0.00800786,0.00266929,0.00800786,0.00266929,0.00800786,0.00266929,0.00800786,0.00266929
313,95504.5,1.02598,0.81787,1.15018,0.85854,0.75755,0.85165,0.62552,0.83004,0.56861,1.06703,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571,0.00793714,0.00264571
314,95812.2,1.02803,0.81774,1.15079,0.85911,0.7575,0.85183,0.62564,0.83004,0.56873,1.06714,0.00786643,0.00262214,0.00786643,0.00262214,0.00786643,0.00262214,0.00786643,0.00262214
315,96120.9,1.02626,0.81468,1.14893,0.85853,0.75753,0.85211,0.62577,0.82983,0.56867,1.06706,0.00779571,0.00259857,0.00779571,0.00259857,0.00779571,0.00259857,0.00779571,0.00259857
316,96430.2,1.02955,0.81757,1.15042,0.85859,0.75767,0.85194,0.62593,0.8296,0.56799,1.06681,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
317,96743.4,1.0261,0.81641,1.14956,0.85964,0.75703,0.85199,0.62626,0.82943,0.56751,1.06692,0.00765429,0.00255143,0.00765429,0.00255143,0.00765429,0.00255143,0.00765429,0.00255143
318,97053.9,1.02604,0.81614,1.14988,0.85845,0.75813,0.85194,0.62647,0.82947,0.56752,1.0669,0.00758357,0.00252786,0.00758357,0.00252786,0.00758357,0.00252786,0.00758357,0.00252786
319,97362.8,1.02576,0.81462,1.15069,0.85922,0.75803,0.85205,0.62671,0.82927,0.56704,1.06669,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429,0.00751286,0.00250429
320,97671.4,1.02584,0.81604,1.15046,0.86048,0.7573,0.85186,0.62659,0.82913,0.56701,1.06672,0.00744214,0.00248071,0.00744214,0.00248071,0.00744214,0.00248071,0.00744214,0.00248071
321,97978,1.02205,0.81044,1.14877,0.85838,0.75854,0.85211,0.62644,0.82976,0.56668,1.06724,0.00737143,0.00245714,0.00737143,0.00245714,0.00737143,0.00245714,0.00737143,0.00245714
322,98290.3,1.0227,0.81114,1.14847,0.85904,0.75786,0.85172,0.62637,0.83,0.56675,1.06752,0.00730071,0.00243357,0.00730071,0.00243357,0.00730071,0.00243357,0.00730071,0.00243357
323,98600,1.02553,0.81174,1.14899,0.86061,0.7573,0.8517,0.62637,0.83031,0.56665,1.06781,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
324,98910,1.02356,0.81206,1.14867,0.85876,0.75871,0.85201,0.62644,0.83038,0.56659,1.06765,0.00715929,0.00238643,0.00715929,0.00238643,0.00715929,0.00238643,0.00715929,0.00238643
325,99219.7,1.02104,0.809,1.1475,0.86089,0.75805,0.85224,0.62663,0.83073,0.56593,1.06777,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286,0.00708857,0.00236286
326,99530.6,1.01884,0.80828,1.14384,0.86151,0.75777,0.85237,0.62653,0.83062,0.56559,1.06758,0.00701786,0.00233929,0.00701786,0.00233929,0.00701786,0.00233929,0.00701786,0.00233929
327,99839.8,1.02015,0.80613,1.14695,0.86322,0.75719,0.85249,0.62671,0.83039,0.56501,1.06717,0.00694714,0.00231571,0.00694714,0.00231571,0.00694714,0.00231571,0.00694714,0.00231571
328,100149,1.01903,0.80644,1.14503,0.86304,0.75814,0.85272,0.62673,0.82981,0.56467,1.06667,0.00687643,0.00229214,0.00687643,0.00229214,0.00687643,0.00229214,0.00687643,0.00229214
329,100457,1.01833,0.80545,1.14499,0.8599,0.75976,0.85287,0.62708,0.83039,0.56388,1.06687,0.00680571,0.00226857,0.00680571,0.00226857,0.00680571,0.00226857,0.00680571,0.00226857
330,100767,1.01748,0.80559,1.14452,0.86266,0.75741,0.85285,0.62715,0.83005,0.56397,1.06647,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
331,101080,1.01731,0.80468,1.14409,0.86229,0.75834,0.85303,0.62743,0.82985,0.56339,1.06631,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143,0.00666429,0.00222143
332,101387,1.01529,0.80303,1.1449,0.86177,0.75891,0.85302,0.62747,0.82962,0.56316,1.06614,0.00659357,0.00219786,0.00659357,0.00219786,0.00659357,0.00219786,0.00659357,0.00219786
333,101693,1.01455,0.80117,1.14368,0.86215,0.75889,0.85313,0.6276,0.82908,0.56294,1.06539,0.00652286,0.00217429,0.00652286,0.00217429,0.00652286,0.00217429,0.00652286,0.00217429
334,102000,1.01463,0.80307,1.14382,0.86214,0.75884,0.85328,0.6279,0.82893,0.56276,1.06536,0.00645214,0.00215071,0.00645214,0.00215071,0.00645214,0.00215071,0.00645214,0.00215071
335,102308,1.0143,0.80389,1.142,0.86047,0.76022,0.85323,0.62816,0.82847,0.56265,1.06491,0.00638143,0.00212714,0.00638143,0.00212714,0.00638143,0.00212714,0.00638143,0.00212714
336,102615,1.01374,0.80003,1.14177,0.86031,0.75922,0.8537,0.62846,0.82837,0.56256,1.06473,0.00631071,0.00210357,0.00631071,0.00210357,0.00631071,0.00210357,0.00631071,0.00210357
337,102924,1.01369,0.80261,1.1426,0.86248,0.75678,0.85357,0.62832,0.82783,0.56201,1.06447,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
338,103233,1.01268,0.80055,1.14229,0.86429,0.7551,0.8534,0.62848,0.82758,0.56163,1.06421,0.00616929,0.00205643,0.00616929,0.00205643,0.00616929,0.00205643,0.00616929,0.00205643
339,103543,1.01265,0.79913,1.14118,0.86363,0.75582,0.85357,0.62854,0.82729,0.56144,1.06415,0.00609857,0.00203286,0.00609857,0.00203286,0.00609857,0.00203286,0.00609857,0.00203286
340,103850,1.01091,0.79726,1.14128,0.86405,0.75619,0.8539,0.62877,0.82689,0.56139,1.06382,0.00602786,0.00200929,0.00602786,0.00200929,0.00602786,0.00200929,0.00602786,0.00200929
341,104156,1.01124,0.79655,1.13971,0.86408,0.7561,0.85403,0.62867,0.82705,0.56137,1.06388,0.00595714,0.00198571,0.00595714,0.00198571,0.00595714,0.00198571,0.00595714,0.00198571
342,104462,1.01136,0.79641,1.14085,0.86384,0.75714,0.85409,0.62926,0.82645,0.56109,1.06351,0.00588643,0.00196214,0.00588643,0.00196214,0.00588643,0.00196214,0.00588643,0.00196214
343,104768,1.00728,0.79436,1.13937,0.86411,0.75718,0.85416,0.62928,0.82626,0.56069,1.06357,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857,0.00581571,0.00193857
344,105082,1.00973,0.79564,1.14195,0.86299,0.75836,0.85451,0.62946,0.8259,0.56063,1.06333,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
345,105393,1.0068,0.79122,1.13862,0.86266,0.7585,0.85403,0.62972,0.8252,0.56003,1.06288,0.00567429,0.00189143,0.00567429,0.00189143,0.00567429,0.00189143,0.00567429,0.00189143
346,105712,1.00921,0.79463,1.13778,0.8617,0.7595,0.85417,0.63004,0.8252,0.55992,1.06274,0.00560357,0.00186786,0.00560357,0.00186786,0.00560357,0.00186786,0.00560357,0.00186786
347,106023,1.00568,0.79166,1.13809,0.86131,0.76029,0.85411,0.63029,0.82472,0.55954,1.06235,0.00553286,0.00184429,0.00553286,0.00184429,0.00553286,0.00184429,0.00553286,0.00184429
348,106339,1.00492,0.79201,1.13668,0.86078,0.76077,0.85429,0.63069,0.82391,0.55927,1.0617,0.00546214,0.00182071,0.00546214,0.00182071,0.00546214,0.00182071,0.00546214,0.00182071
349,106650,1.00369,0.78974,1.13612,0.86353,0.75922,0.85459,0.63093,0.8234,0.55902,1.06131,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714,0.00539143,0.00179714
350,106988,1.00317,0.78781,1.13642,0.86415,0.76,0.85478,0.63093,0.82338,0.55863,1.06134,0.00532071,0.00177357,0.00532071,0.00177357,0.00532071,0.00177357,0.00532071,0.00177357
351,107308,1.00168,0.78671,1.13485,0.8633,0.76028,0.85498,0.63098,0.82323,0.55799,1.06127,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
352,107617,1.00127,0.78887,1.13405,0.86396,0.75999,0.85493,0.63103,0.82338,0.5576,1.06135,0.00517929,0.00172643,0.00517929,0.00172643,0.00517929,0.00172643,0.00517929,0.00172643
353,107922,1.00115,0.7857,1.13353,0.86242,0.76092,0.85503,0.63105,0.82338,0.55768,1.06119,0.00510857,0.00170286,0.00510857,0.00170286,0.00510857,0.00170286,0.00510857,0.00170286
354,108228,1.00132,0.78432,1.13377,0.86119,0.76238,0.85521,0.63096,0.82336,0.5571,1.06105,0.00503786,0.00167929,0.00503786,0.00167929,0.00503786,0.00167929,0.00503786,0.00167929
355,108538,1.00308,0.78798,1.13534,0.86216,0.7632,0.85548,0.63127,0.82299,0.55719,1.06076,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571
356,108846,0.99756,0.78189,1.13321,0.86222,0.76474,0.85568,0.6314,0.82234,0.55716,1.06007,0.00489643,0.00163214,0.00489643,0.00163214,0.00489643,0.00163214,0.00489643,0.00163214
357,109173,0.99888,0.78535,1.1333,0.86182,0.76525,0.85589,0.63165,0.82215,0.55707,1.05961,0.00482571,0.00160857,0.00482571,0.00160857,0.00482571,0.00160857,0.00482571,0.00160857
358,109498,0.99765,0.7815,1.13124,0.86183,0.76471,0.85599,0.63179,0.82175,0.55715,1.05897,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
359,109802,0.99732,0.78289,1.132,0.86274,0.76411,0.85597,0.63209,0.82167,0.55645,1.05864,0.00468429,0.00156143,0.00468429,0.00156143,0.00468429,0.00156143,0.00468429,0.00156143
360,110109,0.99637,0.7817,1.13177,0.86291,0.76398,0.85592,0.63208,0.82141,0.55624,1.05823,0.00461357,0.00153786,0.00461357,0.00153786,0.00461357,0.00153786,0.00461357,0.00153786
361,110411,0.99489,0.77805,1.13134,0.86316,0.76338,0.85628,0.63229,0.82141,0.55592,1.05817,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429
362,110720,0.99369,0.77781,1.13117,0.86209,0.76307,0.85616,0.6321,0.82079,0.5559,1.05763,0.00447214,0.00149071,0.00447214,0.00149071,0.00447214,0.00149071,0.00447214,0.00149071
363,111026,0.99154,0.77519,1.12882,0.85871,0.76586,0.85593,0.6324,0.82049,0.55585,1.05726,0.00440143,0.00146714,0.00440143,0.00146714,0.00440143,0.00146714,0.00440143,0.00146714
364,111332,0.9934,0.77563,1.12887,0.85757,0.76632,0.8557,0.63231,0.82014,0.55558,1.05678,0.00433071,0.00144357,0.00433071,0.00144357,0.00433071,0.00144357,0.00433071,0.00144357
365,111642,0.99207,0.77478,1.12904,0.859,0.76463,0.85561,0.6327,0.81988,0.55561,1.05645,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
366,111947,0.99267,0.77336,1.12864,0.8585,0.76484,0.85596,0.63261,0.81939,0.55491,1.0561,0.00418929,0.00139643,0.00418929,0.00139643,0.00418929,0.00139643,0.00418929,0.00139643
367,112252,0.99028,0.77508,1.12719,0.85853,0.7648,0.85612,0.63288,0.81886,0.5542,1.05573,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286
368,112559,0.98874,0.77087,1.12674,0.85962,0.76389,0.85617,0.633,0.81816,0.5541,1.05547,0.00404786,0.00134929,0.00404786,0.00134929,0.00404786,0.00134929,0.00404786,0.00134929
369,112869,0.98835,0.76923,1.12553,0.86096,0.76288,0.85624,0.63318,0.81788,0.55343,1.0555,0.00397714,0.00132571,0.00397714,0.00132571,0.00397714,0.00132571,0.00397714,0.00132571
370,113172,0.98816,0.77228,1.1283,0.86203,0.76226,0.85645,0.63333,0.81807,0.55333,1.05589,0.00390643,0.00130214,0.00390643,0.00130214,0.00390643,0.00130214,0.00390643,0.00130214
371,113480,0.98461,0.76791,1.1267,0.86304,0.76194,0.85657,0.63354,0.81804,0.55335,1.05581,0.00383571,0.00127857,0.00383571,0.00127857,0.00383571,0.00127857,0.00383571,0.00127857
372,113787,0.98532,0.76748,1.12438,0.86392,0.76055,0.8566,0.63369,0.81845,0.55289,1.05611,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
373,114091,0.98268,0.76271,1.12303,0.86194,0.76321,0.8568,0.63354,0.81818,0.55262,1.05587,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143
374,114395,0.98439,0.7646,1.12462,0.86268,0.76303,0.85682,0.63376,0.81812,0.55254,1.05572,0.00362357,0.00120786,0.00362357,0.00120786,0.00362357,0.00120786,0.00362357,0.00120786
375,114701,0.98101,0.76445,1.12337,0.86268,0.76276,0.85673,0.63363,0.81794,0.55207,1.05523,0.00355286,0.00118429,0.00355286,0.00118429,0.00355286,0.00118429,0.00355286,0.00118429
376,115006,0.98141,0.76266,1.1236,0.86142,0.76324,0.85684,0.63375,0.8184,0.55157,1.05549,0.00348214,0.00116071,0.00348214,0.00116071,0.00348214,0.00116071,0.00348214,0.00116071
377,115312,0.98126,0.76092,1.12209,0.86228,0.76303,0.85679,0.63381,0.81822,0.55128,1.05535,0.00341143,0.00113714,0.00341143,0.00113714,0.00341143,0.00113714,0.00341143,0.00113714
378,115621,0.98002,0.76119,1.12042,0.86265,0.7628,0.85676,0.63417,0.81808,0.55088,1.05501,0.00334071,0.00111357,0.00334071,0.00111357,0.00334071,0.00111357,0.00334071,0.00111357
379,115930,0.97861,0.75858,1.12153,0.86256,0.76237,0.85691,0.63405,0.81814,0.5498,1.05533,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
380,116235,0.97922,0.75876,1.1208,0.861,0.76342,0.85727,0.63401,0.8177,0.54944,1.05505,0.00319929,0.00106643,0.00319929,0.00106643,0.00319929,0.00106643,0.00319929,0.00106643
381,116542,0.97452,0.75423,1.11916,0.86049,0.76406,0.8574,0.6339,0.81797,0.5492,1.05521,0.00312857,0.00104286,0.00312857,0.00104286,0.00312857,0.00104286,0.00312857,0.00104286
382,116845,0.97447,0.75288,1.1191,0.86072,0.76494,0.85781,0.63414,0.81761,0.54893,1.05471,0.00305786,0.00101929,0.00305786,0.00101929,0.00305786,0.00101929,0.00305786,0.00101929
383,117151,0.97426,0.75333,1.11929,0.86061,0.76512,0.85794,0.6343,0.81744,0.54845,1.05476,0.00298714,0.000995714,0.00298714,0.000995714,0.00298714,0.000995714,0.00298714,0.000995714
384,117460,0.97296,0.75146,1.11819,0.86102,0.76494,0.85764,0.63484,0.81686,0.54806,1.0542,0.00291643,0.000972143,0.00291643,0.000972143,0.00291643,0.000972143,0.00291643,0.000972143
385,117769,0.97361,0.75212,1.11822,0.86348,0.76448,0.85796,0.63513,0.81624,0.54743,1.05362,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571
386,118076,0.97142,0.75089,1.11665,0.86301,0.76556,0.85815,0.63535,0.81593,0.54714,1.05307,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
387,118387,0.96793,0.74776,1.11512,0.86244,0.76525,0.85814,0.63557,0.81576,0.5463,1.05296,0.00270429,0.000901429,0.00270429,0.000901429,0.00270429,0.000901429,0.00270429,0.000901429
388,118695,0.96845,0.74591,1.11546,0.86246,0.76512,0.85812,0.63559,0.81598,0.54551,1.05296,0.00263357,0.000877857,0.00263357,0.000877857,0.00263357,0.000877857,0.00263357,0.000877857
389,119003,0.96817,0.74636,1.11437,0.86266,0.76557,0.85826,0.63569,0.81579,0.54507,1.05278,0.00256286,0.000854286,0.00256286,0.000854286,0.00256286,0.000854286,0.00256286,0.000854286
390,119314,0.96649,0.74297,1.11432,0.86326,0.76571,0.85862,0.63596,0.81633,0.54447,1.05317,0.00249214,0.000830714,0.00249214,0.000830714,0.00249214,0.000830714,0.00249214,0.000830714
391,119625,0.96702,0.7428,1.11225,0.8653,0.7646,0.85853,0.63619,0.81594,0.54425,1.05246,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143
392,119934,0.96384,0.74114,1.11217,0.86644,0.76439,0.85847,0.63639,0.81549,0.54448,1.0519,0.00235071,0.000783571,0.00235071,0.000783571,0.00235071,0.000783571,0.00235071,0.000783571
393,120248,0.9614,0.73968,1.1109,0.86598,0.76501,0.85862,0.63627,0.81571,0.54351,1.05213,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
394,120556,0.96165,0.73674,1.10969,0.86649,0.76487,0.85905,0.63644,0.8156,0.54373,1.05188,0.00220929,0.000736429,0.00220929,0.000736429,0.00220929,0.000736429,0.00220929,0.000736429
395,120866,0.9598,0.7382,1.10923,0.86672,0.764,0.85837,0.63636,0.81607,0.54326,1.05228,0.00213857,0.000712857,0.00213857,0.000712857,0.00213857,0.000712857,0.00213857,0.000712857
396,121173,0.95954,0.73487,1.10927,0.86777,0.76327,0.85838,0.63645,0.81577,0.5428,1.05205,0.00206786,0.000689286,0.00206786,0.000689286,0.00206786,0.000689286,0.00206786,0.000689286
397,121487,0.95742,0.7334,1.10787,0.86637,0.76432,0.85846,0.63668,0.81544,0.54203,1.05175,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714
398,121797,0.95629,0.73235,1.10831,0.86683,0.76398,0.85856,0.63701,0.81516,0.54159,1.05148,0.00192643,0.000642143,0.00192643,0.000642143,0.00192643,0.000642143,0.00192643,0.000642143
